loss,accuracy,val_loss,val_accuracy,epoch
1.2224550247192383,0.5453987121582031,0.9215812683105469,0.632853627204895,1
0.865843653678894,0.6544433832168579,0.7652888894081116,0.6956827044487,2
0.7937984466552734,0.6818141937255859,0.7085221409797668,0.717795729637146,3
0.7043055295944214,0.718659520149231,0.6900651454925537,0.725517749786377,4
0.6370763182640076,0.7488375902175903,0.8110441565513611,0.6700596809387207,5
0.5839571952819824,0.7704184651374817,0.5852924585342407,0.7743067741394043,6
0.5304138660430908,0.7925256490707397,0.6001108288764954,0.7620217800140381,7
0.4996490776538849,0.8053337931632996,0.5303415060043335,0.8006318211555481,8
0.43226689100265503,0.8313887119293213,0.5010601282119751,0.8073008060455322,9
0.37851080298423767,0.8556013703346252,0.5517193078994751,0.7879958152770996,10
0.3362593352794647,0.875339925289154,0.5077424645423889,0.8164268136024475,11
0.2917691469192505,0.8969208002090454,0.43853864073753357,0.8445068597793579,12
0.2566780149936676,0.909027099609375,0.4248100817203522,0.8476658463478088,13
0.22083306312561035,0.9231511354446411,0.5139689445495605,0.8244998455047607,14
0.18059130012989044,0.9429774284362793,0.4780519902706146,0.8364338278770447,15
0.14582714438438416,0.9544696807861328,0.3783849775791168,0.8792558908462524,16
0.12553450465202332,0.963330090045929,0.3896890878677368,0.8824148774147034,17
0.10609897971153259,0.9720150828361511,0.3681983947753906,0.8908388614654541,18
0.10539472103118896,0.9676287174224854,0.42785024642944336,0.8803088665008545,19
0.10896270722150803,0.9670146703720093,0.38002344965934753,0.8954018950462341,20
0.07835628092288971,0.9780682325363159,0.39781081676483154,0.8922429084777832,21
0.110923632979393,0.9614878296852112,0.5878514647483826,0.8315198421478271,22
0.10906525701284409,0.9653478264808655,0.4040167033672333,0.8985608816146851,23
